Scientific,Species,Diet.5Cat,Stratum,Replicate,SurveyID,Point,Time,Number,Distance,HSF,Remarks
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,12,ST1,12,8:17,1,30,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,8,RF1,8,7:45,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,4,FR1,4,7:08,1,5,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,32,FR3,2,6:56,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,B_Org Tea,39,OT3,9,8:15,1,10,S,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,14,ST1,14,8:33,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,5,ST1,5,7:20,1,20,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,5,FR1,5,7:17,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,11,ST1,11,8:10,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,31,FR3,1,6:48,1,15,H,Distance approximation
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,11,FR1,11,8:10,1,5,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,36,ST3,6,7:39,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,13,FR1,13,8:26,1,5,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,7,FR1,7,7:34,1,0,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,29,FR2,14,8:46,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,39,ST3,9,8:08,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,32,FR3,2,6:56,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,45,FR3,15,8:48,1,20,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,2,RF1,2,6:55,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,15,ST1,15,8:41,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,3,FR1,3,7:01,1,0,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,8,RF1,8,7:45,1,10,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,28,FR2,13,8:38,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,9,ST1,9,7:56,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,29,ST2,14,9:08,1,5,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,17,RF2,2,6:40,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,13,RF1,13,8:31,1,5,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,B_Org Tea,37,OT3,7,7:58,1,5,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,16,FR2,1,6:42,1,15,F,"Exiting plot. Flying over canopy, out of plot"
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,20,ST2,5,7:37,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,29,RF2,14,8:35,1,5,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,29,FR2,14,8:46,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,7,ST1,7,7:37,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,16,RF2,1,6:30,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,10,ST1,10,8:03,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,10,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,18,ST2,3,7:19,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,35,ST3,5,7:31,1,5,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,1,ST1,1,6:44,1,30,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,3,ST1,3,7:00,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,32,ST3,2,6:59,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,38,ST3,8,7:57,2,5,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,15,FR1,15,8:42,4,0,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,15,ST1,15,8:41,1,15,H,Different individual
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,8,FR1,8,7:46,1,0,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,42,FR3,12,8:20,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,36,RF3,6,7:19,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,10,FR1,10,8:03,2,5,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,42,FR3,12,8:20,1,20,H,Possibly same as previous record
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,9,FR1,9,7:55,1,0,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,25,FR2,10,8:11,2,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,22,FR2,7,7:44,1,10,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,8,ST1,8,7:45,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,27,RF2,12,8:16,2,15,S,Entering plot. Weather: sunny
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,7,ST1,7,7:37,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,10,FR1,10,8:03,1,5,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,27,RF2,12,8:16,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,3,RF1,3,7:04,2,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,45,FR3,15,8:48,1,30,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,26,RF2,11,8:07,1,15,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,44,ST3,14,8:54,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,45,FR3,15,8:48,1,15,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,45,ST3,15,9:15,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,40,ST3,10,8:18,2,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,37,RF3,7,7:27,1,10,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,43,ST3,13,8:46,2,0,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,30,RF2,15,8:46,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,33,ST3,3,7:08,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,28,RF2,13,8:25,1,0,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,19,ST2,4,7:29,1,0,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,10,RF1,10,8:00,1,5,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,24,FR2,9,8:01,1,20,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,33,ST3,3,7:08,1,0,S,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,31,ST3,1,6:46,1,30,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,8,FR1,8,7:46,1,0,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,22,FR2,7,7:44,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,45,ST3,15,9:15,2,15,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,10,RF1,10,8:00,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,21,ST2,6,7:46,1,10,H,Singing
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,12,FR1,12,8:18,2,5,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,23,ST2,8,8:07,1,10,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,37,FR3,7,7:37,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,2,ST1,2,6:51,1,20,H,Partly cloudy
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,26,ST2,11,8:36,1,0,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,29,ST2,14,9:08,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,38,ST3,8,7:57,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,36,ST3,6,7:39,2,20,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,28,RF2,13,8:25,2,10,S,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,36,FR3,6,7:28,1,15,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,15,FR1,15,8:42,1,5,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,35,FR3,5,7:21,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,5,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,10,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,27,FR2,12,8:30,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,27,ST2,12,8:47,1,10,S,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,14,FR1,14,8:34,1,10,H,Exiting plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,3,ST1,3,7:00,1,5,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,E_Rainforest,24,RF2,9,7:47,1,15,H,
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,D_Fragment,20,FR2,5,7:26,1,10,H,Entering plot
Dicaeum concolor,Nilgiri Flowerpecker,FruiNect,C_Shade Tea,1,ST1,1,6:44,1,30,H,Clear
Dicrurus aeneus,Bronzed Drongo,Invertebrate,E_Rainforest,36,RF3,6,7:19,1,20,H,Exiting plot
Dicrurus aeneus,Bronzed Drongo,Invertebrate,D_Fragment,6,FR1,6,7:26,1,0,S,Imitating Besra
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,D_Fragment,7,FR1,7,7:34,1,0,S,Entering plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,40,ST3,10,8:18,1,30,S,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,A_Con Tea,32,CT3,2,7:00,1,30,F,Flying through plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,B_Org Tea,33,OT3,3,7:20,1,30,S,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,D_Fragment,3,FR1,3,7:01,1,20,H,Entering plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,29,ST2,14,9:08,2,15,S,Entering plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,37,ST3,7,7:48,1,5,H,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,B_Org Tea,37,OT3,7,7:58,2,10,S,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,40,ST3,10,8:18,1,0,S,Entering plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,25,ST2,10,8:28,3,20,S,Entering plot. Chasing one another
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,D_Fragment,19,FR2,4,7:16,1,15,H,Exiting plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,36,ST3,6,7:39,1,50,F,Flying through plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,B_Org Tea,32,OT3,2,7:09,1,10,S,Exiting plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,16,ST2,1,6:59,1,20,S,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,21,ST2,6,7:46,1,30,H,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,E_Rainforest,41,RF3,11,8:00,1,10,H,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,B_Org Tea,40,OT3,10,8:26,1,30,S,Exiting plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,41,ST3,11,8:26,2,20,S,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,A_Con Tea,34,CT3,4,7:15,1,30,H,Possibly same as previous record
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,15,H,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,20,S,Entering plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,43,ST3,13,8:46,2,50,H,
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,E_Rainforest,20,RF2,5,7:08,1,10,H,Entering plot
Dicrurus leucophaeus,Ashy Drongo,Invertebrate,C_Shade Tea,45,ST3,15,9:15,1,20,H,Entering plot
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,32,FR3,2,6:56,1,15,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,39,FR3,9,7:56,1,10,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,18,FR2,3,7:08,1,20,H,Entering plot
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,E_Rainforest,37,RF3,7,7:27,2,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,37,FR3,7,7:37,1,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,17,FR2,2,6:59,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,43,FR3,13,8:29,1,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,23,FR2,8,7:52,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,14,FR1,14,8:34,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,36,FR3,6,7:28,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,1,FR1,1,6:44,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,4,FR1,4,7:08,1,15,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,41,FR3,11,8:12,2,20,H,Imitating Besra and possibly Ashy Drongo as well
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,20,FR2,5,7:26,1,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,40,FR3,10,8:03,2,5,S,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,E_Rainforest,36,RF3,6,7:19,1,30,H,Entering plot
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,13,FR1,13,8:26,1,50,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,11,FR1,11,8:10,2,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,C_Shade Tea,21,ST2,6,7:46,1,30,H,From Pudduthottam
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,36,FR3,6,7:28,1,10,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,9,FR1,9,7:55,1,10,S,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,E_Rainforest,18,RF2,3,6:51,1,20,H,Imitating Bulbul sp
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,16,FR2,1,6:42,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,7,FR1,7,7:34,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,E_Rainforest,40,RF3,10,7:53,1,30,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,5,FR1,5,7:17,1,15,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,16,FR2,1,6:42,1,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,25,FR2,10,8:11,1,20,H,
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,42,FR3,12,8:20,1,20,H,Possibly same as previous record
Dicrurus paradiseus,Greater Racket-tailed Drongo,Invertebrate,D_Fragment,38,FR3,8,7:45,2,15,S,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,44,ST3,14,8:54,1,30,S,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,B_Org Tea,3,OT1,3,7:26,1,30,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,D_Fragment,26,FR2,11,8:22,1,30,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,30,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,37,ST3,7,7:48,1,50,F,Flying through plot
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,41,ST3,11,8:26,1,50,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,D_Fragment,22,FR2,7,7:44,1,30,H,Exiting plot
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,25,ST2,10,8:28,1,50,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,23,ST2,8,8:07,1,15,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,B_Org Tea,18,OT2,3,6:58,1,50,H,Entering plot
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,30,ST2,15,9:21,1,30,H,Entering plot
Dinopium benghalense,Black-rumped Flameback,Invertebrate,B_Org Tea,44,OT3,1,8:19,1,50,H,Exiting plot
Dinopium benghalense,Black-rumped Flameback,Invertebrate,B_Org Tea,29,OT2,14,8:20,1,30,S,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,C_Shade Tea,22,ST2,7,7:57,1,20,S,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,A_Con Tea,29,CT2,14,8:35,1,30,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,B_Org Tea,1,OT1,1,7:09,1,30,H,
Dinopium benghalense,Black-rumped Flameback,Invertebrate,B_Org Tea,27,OT2,12,8:05,1,20,H,Entering plot
Dinopium javanense,Common Flameback,Invertebrate,E_Rainforest,40,RF3,10,7:53,4,10,S,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,21,RF2,6,7:17,1,15,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,D_Fragment,37,FR3,7,7:37,1,30,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,1,RF1,1,6:47,1,30,S,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,39,RF3,9,7:42,1,15,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,3,RF1,3,7:04,1,30,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,24,RF2,9,7:47,1,20,S,Entering plot
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,5,RF1,5,7:20,1,50,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,18,RF2,3,6:51,1,20,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,20,RF2,5,7:08,1,15,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,7,RF1,7,7:35,1,15,S,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,17,RF2,2,6:40,1,30,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,16,RF2,1,6:30,1,10,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,22,RF2,7,7:25,1,20,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,23,RF2,8,7:34,1,15,H,Exiting plot
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,31,RF3,1,6:41,1,15,S,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,7,RF1,7,7:35,1,50,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,18,RF2,3,6:51,1,10,S,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,D_Fragment,38,FR3,8,7:45,2,20,H,One of them thought to be same individual as in previous record
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,33,RF3,3,6:57,1,20,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,39,RF3,9,7:42,3,10,S,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,D_Fragment,40,FR3,10,8:03,1,30,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,40,RF3,10,7:53,1,15,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,43,RF3,13,8:19,1,30,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,17,RF2,2,6:40,1,15,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,16,RF2,1,6:30,1,15,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,31,RF3,1,6:41,1,30,H,
Ducula badia,Mountain Imperial-Pigeon,FruiNect,E_Rainforest,26,RF2,11,8:07,1,50,H,
Dumetia atriceps,Dark-fronted Babbler,Invertebrate,E_Rainforest,41,RF3,11,8:00,2,5,S,
Dumetia atriceps,Dark-fronted Babbler,Invertebrate,E_Rainforest,2,RF1,2,6:55,2,5,H,Exiting plot
Dumetia atriceps,Dark-fronted Babbler,Invertebrate,E_Rainforest,11,RF1,11,8:10,2,5,S,Entering plot
Dumetia atriceps,Dark-fronted Babbler,Invertebrate,E_Rainforest,25,RF2,10,7:56,2,10,S,Alarm calls
Dumetia atriceps,Dark-fronted Babbler,Invertebrate,E_Rainforest,4,RF1,4,7:12,1,10,H,
Elanus caeruleus,Black-shouldered Kite,VertFishScav,B_Org Tea,11,OT1,11,8:29,1,10,S,
Elanus caeruleus,Black-shouldered Kite,VertFishScav,A_Con Tea,31,CT3,1,6:50,1,20,F,"Flying over canopy, out of plot"
Elanus caeruleus,Black-shouldered Kite,VertFishScav,B_Org Tea,42,OT3,12,8:49,1,50,S,
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,6,RF1,6,7:27,1,20,H,Exiting plot
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,37,RF3,7,7:27,1,30,H,Entering plot
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,44,RF3,14,8:26,1,30,H,
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,15,RF1,15,8:45,1,20,H,Entering plot
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,14,RF1,14,8:37,1,30,H,
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,11,RF1,11,8:10,4,5,S,2 pairs
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,33,RF3,3,6:57,1,20,H,
Eumyias albicaudatus,Nilgiri Flycatcher,Invertebrate,E_Rainforest,41,RF3,11,8:00,1,30,H,
Eumyias thalassinus,Verditer Flycatcher,Invertebrate,E_Rainforest,24,RF2,9,7:47,1,30,S,
Ficedula nigrorufa,Black-and-rufous Flycatcher,Invertebrate,E_Rainforest,23,RF2,8,7:34,1,5,S,Exiting plot
Ficedula nigrorufa,Black-and-rufous Flycatcher,Invertebrate,E_Rainforest,41,RF3,11,8:00,2,10,H,
Ficedula nigrorufa,Black-and-rufous Flycatcher,Invertebrate,E_Rainforest,15,RF1,15,8:45,1,15,H,Calling
Ficedula nigrorufa,Black-and-rufous Flycatcher,Invertebrate,E_Rainforest,9,RF1,9,7:53,1,10,H,Singing
Ficedula nigrorufa,Black-and-rufous Flycatcher,Invertebrate,E_Rainforest,42,RF3,12,8:11,2,5,S,"Entering plot. 1 male, 1 female"
Ficedula nigrorufa,Black-and-rufous Flycatcher,Invertebrate,E_Rainforest,37,RF3,7,7:27,1,15,H,Singing
Ficedula parva,Red-breasted Flycatcher,Invertebrate,C_Shade Tea,32,ST3,2,6:59,1,5,S,Entering plot
Ficedula ruficauda,Rusty-tailed Flycatcher,Invertebrate,D_Fragment,35,FR3,5,7:21,1,5,S,
Ficedula ruficauda,Rusty-tailed Flycatcher,Invertebrate,D_Fragment,38,FR3,8,7:45,1,15,S,
Galloperdix spadicea,Red Spurfowl,Omnivore,C_Shade Tea,23,ST2,8,8:07,1,50,H,
Galloperdix spadicea,Red Spurfowl,Omnivore,C_Shade Tea,34,ST3,4,7:21,1,50,H,
Galloperdix spadicea,Red Spurfowl,Omnivore,D_Fragment,16,FR2,1,6:42,1,20,H,Exiting plot
Galloperdix spadicea,Red Spurfowl,Omnivore,C_Shade Tea,2,ST1,2,6:51,1,50,H,
Galloperdix spadicea,Red Spurfowl,Omnivore,A_Con Tea,33,CT3,3,7:08,2,10,S,Entering plot. Weather: sunny
Galloperdix spadicea,Red Spurfowl,Omnivore,C_Shade Tea,27,ST2,12,8:47,1,30,H,Exiting plot
